size,params,epoch,steps,train_loss,val_loss,best_val_loss
nano,166659,82,125788,4.212188683401652,4.336873837476651,4.328412666828675
nano,166659,83,127322,4.211748214557553,4.329630221135518,4.328412666828675
nano,166659,84,128856,4.2111914406543915,4.340112949969501,4.328412666828675
nano,166659,85,130390,4.206701923380308,4.3535403626910325,4.328412666828675
nano,166659,86,131924,4.20616884119663,4.3567418318528395,4.328412666828675
nano,166659,87,133458,4.215981971487072,4.326897822893583,4.326897822893583
nano,166659,88,134992,4.205262255948401,4.339695483269776,4.326897822893583
nano,166659,89,136526,4.209188011354698,4.338239858841755,4.326897822893583
nano,166659,90,138060,4.207207078883981,4.35103166032825,4.326897822893583
nano,166659,91,139594,4.203944101482824,4.353211569362844,4.326897822893583
nano,166659,92,141128,4.204213880497909,4.344847976808717,4.326897822893583
nano,166659,93,142662,4.203089982776318,4.340302152746528,4.326897822893583
nano,166659,94,144196,4.202977243116346,4.330917744946903,4.326897822893583
nano,166659,95,145730,4.208963665844098,4.345943225206002,4.326897822893583
nano,166659,96,147264,4.201545917381675,4.339605981781638,4.326897822893583
nano,166659,97,148798,4.196866952300538,4.338371580169046,4.326897822893583
nano,166659,98,150332,4.1868355715601195,4.320193304818058,4.320193304818058
nano,166659,99,151866,4.201435742819636,4.3446266820444865,4.320193304818058
nano,166659,100,153400,4.200234538106906,4.332085753333639,4.320193304818058
micro,295683,1,1534,5.594573499948136,5.080424528855544,5.080424528855544
micro,295683,2,3068,4.9597435672093555,4.939687347976414,4.939687347976414
micro,295683,3,4602,4.825996089945249,4.800203213324914,4.800203213324914
micro,295683,4,6136,4.741329809522069,4.7564942512286486,4.7564942512286486
micro,295683,5,7670,4.6714990493371555,4.697146276045128,4.697146276045128
micro,295683,6,9204,4.593477622781925,4.613550694031123,4.613550694031123
micro,295683,7,10738,4.536120948455791,4.580059184125189,4.580059184125189
micro,295683,8,12272,4.477091035134167,4.542253495673456,4.542253495673456
micro,295683,9,13806,4.4284363394455,4.500254491377159,4.500254491377159
micro,295683,10,15340,4.394746024108151,4.460648148722902,4.460648148722902
micro,295683,11,16874,4.366392463406807,4.457431027169764,4.457431027169764
micro,295683,12,18408,4.338086419963464,4.45909323071587,4.457431027169764
micro,295683,13,19942,4.318655712041892,4.430553104750503,4.430553104750503
micro,295683,14,21476,4.302833523246735,4.413620795018574,4.413620795018574
micro,295683,15,23010,4.279338229122187,4.419127118658032,4.413620795018574
micro,295683,16,24544,4.2596706335361185,4.413016745324671,4.413016745324671
micro,295683,17,26078,4.243354450925854,4.390658298187708,4.390658298187708
micro,295683,18,27612,4.236217620475351,4.366022267990564,4.366022267990564
micro,295683,19,29146,4.223429992115015,4.381710365679137,4.366022267990564
micro,295683,20,30680,4.212823679891684,4.3763687342581665,4.366022267990564
micro,295683,21,32214,4.204894297747755,4.353463576390193,4.353463576390193
micro,295683,22,33748,4.195878688794848,4.346786960342227,4.346786960342227
micro,295683,23,35282,4.188053355534042,4.34610970062617,4.34610970062617
micro,295683,24,36816,4.179619220742346,4.341162678758068,4.341162678758068
micro,295683,25,38350,4.168352321509121,4.3178925881019,4.3178925881019
micro,295683,26,39884,4.1611382375329224,4.333350099755462,4.3178925881019
micro,295683,27,41418,4.154265034773825,4.332207200089855,4.3178925881019
micro,295683,28,42952,4.148439215556895,4.319693833413209,4.3178925881019
micro,295683,29,44486,4.135855550716256,4.316242548135611,4.316242548135611
micro,295683,30,46020,4.132500064575066,4.303400520742292,4.303400520742292
micro,295683,31,47554,4.124535623087877,4.329649118276743,4.303400520742292
micro,295683,32,49088,4.116692114684541,4.329076666803755,4.303400520742292
micro,295683,33,50622,4.106045324146514,4.323433170657186,4.303400520742292
micro,295683,34,52156,4.114072263784794,4.298294084311943,4.298294084311943
micro,295683,35,53690,4.106602831334459,4.284385476592025,4.284385476592025
micro,295683,36,55224,4.091034901965862,4.290848351089207,4.284385476592025
micro,295683,37,56758,4.099983952191538,4.312040718349479,4.284385476592025
micro,295683,38,58292,4.087385704340183,4.302824845680823,4.284385476592025
micro,295683,39,59826,4.091573842034967,4.294324877699451,4.284385476592025
micro,295683,40,61360,4.082928978013557,4.308466268008982,4.284385476592025
micro,295683,41,62894,4.093795157007319,4.277728004568427,4.277728004568427
micro,295683,42,64428,4.077554945218361,4.274739005861903,4.274739005861903
micro,295683,43,65962,4.069914144673901,4.281341324191121,4.274739005861903
micro,295683,44,67496,4.0754907914526,4.311677685856114,4.274739005861903
micro,295683,45,69030,4.058137900981629,4.2978370627002604,4.274739005861903
micro,295683,46,70564,4.06285967742915,4.2801510695169664,4.274739005861903
micro,295683,47,72098,4.0621744217120375,4.245712448153975,4.245712448153975
micro,295683,48,73632,4.054972000196673,4.275286502386692,4.245712448153975
micro,295683,49,75166,4.050023289671778,4.276800035724978,4.245712448153975
micro,295683,50,76700,4.049569154189805,4.279102267598259,4.245712448153975
micro,295683,51,78234,4.041422695348906,4.274435192875608,4.245712448153975
micro,295683,52,79768,4.044598785652798,4.273562846099131,4.245712448153975
micro,295683,53,81302,4.042428668505831,4.278363905009433,4.245712448153975
micro,295683,54,82836,4.038246214001244,4.257430791854858,4.245712448153975
micro,295683,55,84370,4.0329241168234775,4.262817192359789,4.245712448153975
micro,295683,56,85904,4.031063723595232,4.2522411910739875,4.245712448153975
micro,295683,57,87438,4.033606326409083,4.260188616239107,4.245712448153975
micro,295683,58,88972,4.035842291223956,4.25478576626298,4.245712448153975
micro,295683,59,90506,4.021641026730643,4.254561197122879,4.245712448153975
micro,295683,60,92040,4.025517335615692,4.274000242617003,4.245712448153975
micro,295683,61,93574,4.029024247706636,4.279088446374476,4.245712448153975
micro,295683,62,95108,4.016617487897463,4.250076344732702,4.245712448153975
micro,295683,63,96642,4.019994804103806,4.291763872789914,4.245712448153975
micro,295683,64,98176,4.013623560267601,4.2447027666328925,4.2447027666328925
micro,295683,65,99710,4.003116531042574,4.252919778315978,4.2447027666328925
micro,295683,66,101244,4.01958144426035,4.253490977033356,4.2447027666328925
micro,295683,67,102778,4.014124104221299,4.247075714303191,4.2447027666328925
micro,295683,68,104312,4.005725498149728,4.2493905611997524,4.2447027666328925
micro,295683,69,105846,4.000145269807967,4.242763912889379,4.242763912889379
micro,295683,70,107380,4.006289973719023,4.264530260887372,4.242763912889379
micro,295683,71,108914,4.006418103500327,4.257024811569756,4.242763912889379
micro,295683,72,110448,4.003992090946381,4.253277712319729,4.242763912889379
micro,295683,73,111982,3.996495249995663,4.247209836745403,4.242763912889379
micro,295683,74,113516,3.997880463649894,4.227889114583032,4.227889114583032
micro,295683,75,115050,3.9912055721494335,4.267038889890592,4.227889114583032
micro,295683,76,116584,3.9960499283854003,4.242765638249866,4.227889114583032
micro,295683,77,118118,3.994866850167863,4.2579318517763936,4.227889114583032
micro,295683,78,119652,4.001664602461197,4.2555501714966,4.227889114583032
micro,295683,79,121186,3.9893543159169043,4.2484357230056675,4.227889114583032
micro,295683,80,122720,3.9908684498328117,4.260135176619129,4.227889114583032
micro,295683,81,124254,3.9798135508769805,4.25304330735517,4.227889114583032
micro,295683,82,125788,3.989963351048267,4.2360885129172425,4.227889114583032
micro,295683,83,127322,3.9782512761467905,4.266681895453549,4.227889114583032
micro,295683,84,128856,3.976176492083026,4.261469661836793,4.227889114583032
micro,295683,85,130390,3.982531329177349,4.252612967462935,4.227889114583032
micro,295683,86,131924,3.9818058974428934,4.260763410985822,4.227889114583032
micro,295683,87,133458,3.9738070860679953,4.257199932132247,4.227889114583032
micro,295683,88,134992,3.980770049225709,4.2536179412751505,4.227889114583032
micro,295683,89,136526,3.9792455863766127,4.262053839553743,4.227889114583032
micro,295683,90,138060,3.974791753090034,4.242830420386862,4.227889114583032
micro,295683,91,139594,3.9765307893964428,4.236244679908075,4.227889114583032
micro,295683,92,141128,3.9623545577659756,4.252707793162419,4.227889114583032
micro,295683,93,142662,3.982506779679419,4.237782517833822,4.227889114583032
micro,295683,94,144196,3.964551019699664,4.2480037945967455,4.227889114583032
micro,295683,95,145730,3.9711020373614234,4.216397999306403,4.216397999306403
micro,295683,96,147264,3.972400449867199,4.255024379527075,4.216397999306403
micro,295683,97,148798,3.96448269055129,4.236513017902713,4.216397999306403
micro,295683,98,150332,3.967727273508343,4.230819252115735,4.216397999306403
micro,295683,99,151866,3.9606426093227083,4.2456800189949355,4.216397999306403
micro,295683,100,153400,3.965575732028469,4.240292733942969,4.216397999306403
tiny,425315,1,1534,5.438973403816273,5.006932676191161,5.006932676191161
tiny,425315,2,3068,4.8639261250079375,4.829293321575639,4.829293321575639
tiny,425315,3,4602,4.723923669489297,4.733671210926666,4.733671210926666
tiny,425315,4,6136,4.608834439337332,4.638177313042815,4.638177313042815
tiny,425315,5,7670,4.511927198244664,4.570182350260266,4.570182350260266
tiny,425315,6,9204,4.444835490477909,4.504738033170531,4.504738033170531
tiny,425315,7,10738,4.396733595930146,4.4802898443662205,4.4802898443662205
tiny,425315,8,12272,4.3503866225209045,4.462050368799966,4.462050368799966
tiny,425315,9,13806,4.317317868926534,4.4199939832179505,4.4199939832179505
tiny,425315,10,15340,4.287233470160771,4.4318239702980895,4.4199939832179505
tiny,425315,11,16874,4.263908573825791,4.4083158659511765,4.4083158659511765
tiny,425315,12,18408,4.244059447359386,4.400796757647272,4.400796757647272
tiny,425315,13,19942,4.231435684212805,4.365139181091941,4.365139181091941
tiny,425315,14,21476,4.209760728995213,4.376241664209309,4.365139181091941
tiny,425315,15,23010,4.1913582384974895,4.346349865727171,4.346349865727171
tiny,425315,16,24544,4.1766910355591556,4.354977489223142,4.346349865727171
tiny,425315,17,26078,4.158450787350283,4.360798363149518,4.346349865727171
tiny,425315,18,27612,4.147121277284436,4.337868593148226,4.337868593148226
tiny,425315,19,29146,4.139218041607734,4.328233500204143,4.328233500204143
tiny,425315,20,30680,4.130622284508746,4.327594695006602,4.327594695006602
tiny,425315,21,32214,4.123017733224523,4.3341529849012925,4.327594695006602
tiny,425315,22,33748,4.117665789118025,4.308891225848678,4.308891225848678
tiny,425315,23,35282,4.1105995172005745,4.317079569461078,4.308891225848678
tiny,425315,24,36816,4.101698511893311,4.316460242638221,4.308891225848678
tiny,425315,25,38350,4.0875905581216925,4.314284969363692,4.308891225848678
tiny,425315,26,39884,4.0767265025142585,4.338751053669044,4.308891225848678
tiny,425315,27,41418,4.066990115185605,4.312335017164783,4.308891225848678
tiny,425315,28,42952,4.064438447492219,4.311070560703616,4.308891225848678
tiny,425315,29,44486,4.0588676851762475,4.312629609418338,4.308891225848678
tiny,425315,30,46020,4.055069054898258,4.296189385758349,4.296189385758349
tiny,425315,31,47554,4.052429104566263,4.298987769516262,4.296189385758349
tiny,425315,32,49088,4.045692373751972,4.302451661352575,4.296189385758349
tiny,425315,33,50622,4.046423446246201,4.292650431570922,4.292650431570922
tiny,425315,34,52156,4.024146416041189,4.319570073009243,4.292650431570922
tiny,425315,35,53690,4.027545238411567,4.295218398585122,4.292650431570922
tiny,425315,36,55224,4.025422460408068,4.292736820920685,4.292650431570922
tiny,425315,37,56758,4.0193504040679535,4.291185026338114,4.291185026338114
tiny,425315,38,58292,4.015848767337774,4.2959052063304295,4.291185026338114
tiny,425315,39,59826,4.008814133752279,4.290826536494599,4.290826536494599
tiny,425315,40,61360,4.002898380218615,4.308620799928022,4.290826536494599
tiny,425315,41,62894,4.001161670902406,4.300498755020503,4.290826536494599
tiny,425315,42,64428,3.9977719112356453,4.318441846666957,4.290826536494599
tiny,425315,43,65962,3.994254917178347,4.2886090306840705,4.2886090306840705
tiny,425315,44,67496,3.985254124370361,4.280898174590613,4.280898174590613
tiny,425315,45,69030,3.985395821008098,4.276120463771933,4.276120463771933
tiny,425315,46,70564,3.9811467401673615,4.275383569785124,4.275383569785124
tiny,425315,47,72098,3.987023010247689,4.277673385552401,4.275383569785124
tiny,425315,48,73632,3.9732096283811944,4.293752651948195,4.275383569785124
tiny,425315,49,75166,3.9818116241514763,4.315558971032589,4.275383569785124
tiny,425315,50,76700,3.96589170829569,4.281502732158413,4.275383569785124
tiny,425315,51,78234,3.97411308232622,4.29217493322474,4.275383569785124
tiny,425315,52,79768,3.948071833539662,4.27724116793751,4.275383569785124
tiny,425315,53,81302,3.96541782774546,4.2689544914742195,4.2689544914742195
tiny,425315,54,82836,3.949600380589163,4.262586001108384,4.262586001108384
tiny,425315,55,84370,3.9585488897880645,4.288011905004287,4.262586001108384
tiny,425315,56,85904,3.9545932740866747,4.2539122598411065,4.2539122598411065
tiny,425315,57,87438,3.942246394642329,4.289202420669194,4.2539122598411065
tiny,425315,58,88972,3.943492572963471,4.270292421769813,4.2539122598411065
tiny,425315,59,90506,3.9369977672221297,4.264731713300626,4.2539122598411065
tiny,425315,60,92040,3.935870320420843,4.279365624196431,4.2539122598411065
tiny,425315,61,93574,3.9395668418031318,4.264682181488127,4.2539122598411065
tiny,425315,62,95108,3.921428042720163,4.265893401478874,4.2539122598411065
tiny,425315,63,96642,3.931808703415086,4.302998613323686,4.2539122598411065
tiny,425315,64,98176,3.9281773404005764,4.258438994898599,4.2539122598411065
tiny,425315,65,99710,3.9303426072681433,4.268827387567103,4.2539122598411065
tiny,425315,66,101244,3.9235431731446626,4.258218577627599,4.2539122598411065
tiny,425315,67,102778,3.9153172177161824,4.256029897892969,4.2539122598411065
tiny,425315,68,104312,3.9203480682596856,4.241674047955395,4.241674047955395
tiny,425315,69,105846,3.9232601204005495,4.256082410643087,4.241674047955395
tiny,425315,70,107380,3.9146310580600505,4.253920658100286,4.241674047955395
tiny,425315,71,108914,3.9146870337378092,4.249175997175408,4.241674047955395
tiny,425315,72,110448,3.9091527194678393,4.28192688868596,4.241674047955395
tiny,425315,73,111982,3.9130884503758714,4.272441370247384,4.241674047955395
tiny,425315,74,113516,3.902208584073003,4.238380494202382,4.238380494202382
tiny,425315,75,115050,3.897584097792614,4.256783362676406,4.238380494202382
tiny,425315,76,116584,3.8930618130399166,4.261994991076769,4.238380494202382
tiny,425315,77,118118,3.8969533586439904,4.272278588199051,4.238380494202382
tiny,425315,78,119652,3.8988482286908326,4.276843155629536,4.238380494202382
tiny,425315,79,121186,3.899240183705923,4.262570453113352,4.238380494202382
tiny,425315,80,122720,3.884522581504563,4.260655452513836,4.238380494202382
tiny,425315,81,124254,3.8909246772333415,4.2736823770421495,4.238380494202382
tiny,425315,82,125788,3.888429740572535,4.27529481176794,4.238380494202382
tiny,425315,83,127322,3.883363295409639,4.280468614849113,4.238380494202382
tiny,425315,84,128856,3.890021823997448,4.244696928904607,4.238380494202382
tiny,425315,85,130390,3.8898365416769254,4.263006124270738,4.238380494202382
tiny,425315,86,131924,3.8881693952552965,4.25820803783349,4.238380494202382
tiny,425315,87,133458,3.883516343196337,4.249206009701159,4.238380494202382
tiny,425315,88,134992,3.8802143066460957,4.231036756165635,4.231036756165635
tiny,425315,89,136526,3.870568677685873,4.249707268539971,4.231036756165635
tiny,425315,90,138060,3.8690618254836875,4.2714452955144395,4.231036756165635
